Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response
1hop-Thing_alan_john_dowse_1936--type-MC,Thing_alan_john_dowse_1936,43,3,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#alan_john_dowse_1936> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,2,8,English,What class or classes does Alan John Dowse belong to?,"Person, Man, Male, Domain entity, Ancestor","Person, Man","Man, Person, Ancestor, DomainEntity"
1hop-Thing_alan_john_dowse_1936--type-MC,Thing_alan_john_dowse_1936,43,3,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#ethel_archer_1912> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Woman, Ancestor, Person, DomainEntity",2,6,8,English,What class or classes does Ethel Archer belong to?,"Female, Person","Person, Woman","Woman, Person, Female, Domain entity"
1hop-Thing_alec_john_archer_1927-paul-hasAncestor-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#alec_john_archer_1927> },hasAncestor,true,2,3,10,English,Does Paul Archer have Alec John Archer as an ancestor?,TRUE,TRUE,TRUE
1hop-Thing_alec_john_archer_1927-paul-hasAncestor-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#violet_heath_1887> },hasAncestor,true,2,4,10,English,Does Paul Archer have Violet Heath as an ancestor?,TRUE,FALSE,TRUE
1hop-Thing_alec_john_archer_1927-paul-hasAncestor-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },hasAncestor,true,2,4,10,English,Does Paul Archer have James Alexander Archer as an ancestor?,TRUE,FALSE,TRUE
1hop-Thing_alec_john_archer_1927-paul-isSiblingOf-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#anne_archer_1964> },isSiblingOf,true,2,2,10,English,Are Paul Archer and Anne Archer siblings?,TRUE,FALSE,TRUE
1hop-Thing_alec_john_archer_1927-paul-isSiblingOf-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#clare_archer_1957> },isSiblingOf,true,2,2,10,English,Are Paul Archer and Clare Archer siblings?,TRUE,FALSE,TRUE
1hop-Thing_alec_john_archer_1927-paul-isSiblingOf-BIN,Thing_alec_john_archer_1927,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#helen_archer_1955> },isSiblingOf,true,2,2,10,English,Are Paul Archer and Helen Archer siblings?,TRUE,TRUE,TRUE
1hop-Thing_alec_john_archer_1927-paul-hasAncestor-MC,Thing_alec_john_archer_1927,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"alec_john_archer_1927, james_alexander_archer_1882, violet_heath_1887",2,4,10,English,Who are the ancestors of Paul Archer?,"james_alexander_archer_1882, violet_heath_1887, alec_john_archer_1927","alec_john_archer_1927, james_alexander_archer_1882, violet_heath_1887","Ancestor, james_alexander_archer_1882, violet_heath_1887"
1hop-Thing_alec_john_archer_1927-paul-isSiblingOf-MC,Thing_alec_john_archer_1927,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#paul_archer_1950> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"clare_archer_1957, anne_archer_1964, helen_archer_1955",2,2,10,English,Who is a sibling of Paul Archer?,iris_ellen_archer_1906,"anne_archer_1964, clare_archer_1957, helen_archer_1955","helen_archer_1955, anne_archer_1964, clare_archer_1957"
1hop-Thing_alfred_steward_1846-eleanor-isParentOf-BIN,Thing_alfred_steward_1846,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#alfred_steward_1846> },isParentOf,true,1,3,10,English,Is Eleanor Harsley a parent of Alfred Steward?,TRUE,TRUE,TRUE
1hop-Thing_alfred_steward_1846-alfred-hasParent-BIN,Thing_alfred_steward_1846,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasParent,true,1,3,10,English,Does Alfred Steward have Eleanor Harsley as a parent?,TRUE,TRUE,TRUE
1hop-Thing_alfred_steward_1846-alfred-hasParent-BIN,Thing_alfred_steward_1846,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#john_steward_1802> },hasParent,true,1,3,10,English,Does Alfred Steward have John Steward as a parent?,TRUE,TRUE,TRUE
1hop-Thing_alfred_steward_1846-eleanor-isParentOf-MC,Thing_alfred_steward_1846,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,alfred_steward_1846,1,3,10,English,Which individuals are children of Eleanor Harsley?,alfred_steward_1846,alfred_steward_1846,"alfred_steward_1846, harsley_steward_1839, houghton_steward_1841"
1hop-Thing_alfred_steward_1846-alfred-hasParent-MC,Thing_alfred_steward_1846,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,"john_steward_1802, eleanor_harsley_1808",1,3,10,English,Who is the parent of Alfred Steward?,"eleanor_harsley_1808, john_steward_1802","eleanor_harsley_1808, john_steward_1802","john_steward_1802, eleanor_harsley_1808"
1hop-Thing_alfred_steward_1846-houghton-type-BIN,Thing_alfred_steward_1846,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Houghton Steward a person?,TRUE,TRUE,TRUE
1hop-Thing_alfred_steward_1846-houghton-type-BIN,Thing_alfred_steward_1846,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Houghton Steward a domain entity?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-amanda-hasChild-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },hasChild,true,2,3,10,English,Does Amanda Usher have a child named Finlay Alex Clamper?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-louise-hasRelation-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },hasRelation,true,2,4,10,English,Is there a relationship between Louise Clamper and Finlay Alex Clamper?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-louise-hasRelation-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#amanda_usher_1968> },hasRelation,true,2,4,10,English,Is there a relationship between Louise Clamper and Amanda Usher?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-amanda-hasChild-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#louise_clamper_1998> },hasChild,true,2,3,10,English,Does Amanda Usher have a child named Louise Clamper?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-louise-hasRelation-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> },hasRelation,true,2,4,10,English,Is Louise Clamper related to Patricia Ann Kingswood?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-amanda-hasChild-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#mega_clamper_1995> },hasChild,true,2,3,10,English,Does Amanda Usher have a child named Mega Clamper?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-louise-hasRelation-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mega_clamper_1995> },hasRelation,true,2,4,10,English,Is there a relationship between Louise Clamper and Mega Clamper?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-amanda-hasParent-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> },hasParent,true,2,2,10,English,Does Amanda Usher have Patricia Ann Kingswood as a parent?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-louise-hasRelation-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#andrew_usher_1965> },hasRelation,true,20,20,1,English,Is Louise Clamper related to Andrew Usher?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-patricia-isParentOf-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#amanda_usher_1968> },isParentOf,true,2,2,10,English,Is Patricia Ann Kingswood the parent of Amanda Usher?,TRUE,TRUE,TRUE
1hop-Thing_amanda_usher_1968-amanda-isSisterOf-BIN,Thing_amanda_usher_1968,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#andrew_usher_1965> },isSisterOf,true,1,1,1,English,Is Amanda Usher the sister of Andrew Usher?,TRUE,FALSE,TRUE
1hop-Thing_amanda_usher_1968-amanda-isSisterOf-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,andrew_usher_1965,1,1,1,English,Who is the sibling of Amanda Usher?,andrew_usher_1965,andrew_usher_1965,andrew_usher_1965
1hop-Thing_amanda_usher_1968-amanda-hasChild-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,"mega_clamper_1995, louise_clamper_1998, finlay_alex_clamper_2002",2,3,10,English,Which children are associated with Amanda Usher?,"finlay_alex_clamper_2002, louise_clamper_1998, mega_clamper_1995","finlay_alex_clamper_2002, louise_clamper_1998, mega_clamper_1995","mega_clamper_1995, louise_clamper_1998, finlay_alex_clamper_2002"
1hop-Thing_amanda_usher_1968-amanda-hasParent-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amanda_usher_1968> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,patricia_ann_kingswood_1944,2,2,10,English,Who is the parent of Amanda Usher?,patricia_ann_kingswood_1944,patricia_ann_kingswood_1944,patricia_ann_kingswood_1944
1hop-Thing_amanda_usher_1968-louise-hasRelation-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"patricia_ann_kingswood_1944, mega_clamper_1995, andrew_usher_1965, finlay_alex_clamper_2002, amanda_usher_1968",6,7,8,English,Which individuals are related to Louise Clamper?,amanda_usher_1968,"louise_clamper_1998, amanda_usher_1968","amanda_usher_1968, finlay_alex_clamper_2002, louise_clamper_1998, mega_clamper_1995, andrew_usher_1965, patricia_ann_kingswood_1944"
1hop-Thing_amanda_usher_1968-patricia-isParentOf-MC,Thing_amanda_usher_1968,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,amanda_usher_1968,2,2,10,English,Who are the children of Patricia Ann Kingswood?,"amanda_usher_1968, andrew_usher_1965",amanda_usher_1968,"Person, amanda_usher_1968"
1hop-Thing_amelia_jessop_1837-edward-hasChild-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },hasChild,true,2,3,10,English,Does Edward Jessop have a child named Amelia Jessop?,TRUE,TRUE,TRUE
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_jessop_1834> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of John Jessop?,TRUE,TRUE,TRUE
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ann_jessop_1833> },isBloodrelationOf,true,2,3,10,English,Is Amelia Jessop a blood relative of Ann Jessop?,TRUE,TRUE,TRUE
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_jessop_1836> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of James Jessop?,TRUE,TRUE,TRUE
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-BIN,Thing_amelia_jessop_1837,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#charles_jessop_1831> },isBloodrelationOf,true,2,4,10,English,Is Amelia Jessop a blood relative of Charles Jessop?,TRUE,TRUE,TRUE
1hop-Thing_amelia_jessop_1837-amelia-isBloodrelationOf-MC,Thing_amelia_jessop_1837,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"john_jessop_1834, charles_jessop_1831, ann_jessop_1833, james_jessop_1836",2,4,10,English,Which individuals are blood relatives of Amelia Jessop?,"edward_jessop_1802, sarah_dickens_1801, ann_jessop_1833, charles_jessop_1831, james_jessop_1836, john_jessop_1834","edward_jessop_1802, sarah_dickens_1801, ann_jessop_1833, charles_jessop_1831, james_jessop_1836, john_jessop_1834","ann_jessop_1833, charles_jessop_1831, edward_jessop_1802, james_jessop_1836, john_jessop_1834, sarah_dickens_1801"
1hop-Thing_amelia_jessop_1837-edward-hasChild-MC,Thing_amelia_jessop_1837,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,amelia_jessop_1837,2,3,10,English,Which children are associated with Edward Jessop?,amelia_jessop_1837,amelia_jessop_1837,"amelia_jessop_1837, ann_jessop_1833, charles_jessop_1831, james_jessop_1836, john_jessop_1834, Person"
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1789> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and John Lockey?,TRUE,TRUE,TRUE
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_lockey_1829> },hasRelation,true,1,2,6,English,Is there a relationship between Elizabeth Rivers and Anne Lockey?,TRUE,TRUE,TRUE
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1810> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and Sarah Lockey?,TRUE,TRUE,TRUE
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-BIN,Thing_anne_lockey_1829,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_lockey_1818> },hasRelation,true,20,20,1,English,Is there a relationship between Elizabeth Rivers and Mary Lockey?,TRUE,TRUE,TRUE
1hop-Thing_anne_lockey_1829-elizabeth-hasRelation-MC,Thing_anne_lockey_1829,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elizabeth_rivers_1787> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"anne_lockey_1829, john_lockey_1789, sarah_lockey_1810, mary_lockey_1818",15,16,2,English,Which individuals are related to Elizabeth Rivers?,"elizabeth_rivers_1787, john_lockey_1789, mary_lockey_1818, sarah_lockey_1810","elizabeth_rivers_1787, anne_lockey_1829","elizabeth_rivers_1787, anne_lockey_1829"
1hop-Thing_anne_lockey_1829-mary-type-BIN,Thing_anne_lockey_1829,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_lockey_1818> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Mary Lockey a person?,TRUE,FALSE,TRUE
1hop-Thing_anne_lockey_1829-mary-type-BIN,Thing_anne_lockey_1829,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_lockey_1818> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Mary Lockey a domain entity?,FALSE,FALSE,TRUE
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_whitefield_1861> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,true,1,4,10,English,Is Harriet Whitefield related to Annie Whitfield?,TRUE,TRUE,TRUE
1hop-Thing_annie_whitfield-annie-hasAncestor-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasAncestor,true,2,3,10,English,Does Annie Whitfield have James Whitfield as an ancestor?,TRUE,TRUE,TRUE
1hop-Thing_annie_whitfield-harriet-hasRelation-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,true,1,2,6,English,Is there a relationship between Harriet Ann Young and Annie Whitfield?,TRUE,TRUE,TRUE
1hop-Thing_annie_whitfield-annie-hasAncestor-BIN,Thing_annie_whitfield,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },hasAncestor,true,1,3,10,English,Does Annie Whitfield have Harriet Ann Young as an ancestor?,TRUE,TRUE,TRUE
1hop-Thing_annie_whitfield-annie-hasAncestor-MC,Thing_annie_whitfield,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#annie_whitfield> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"james_whitfield_1821, harriet_ann_young_1825",2,3,10,English,Which of the following individuals is an ancestor of Annie Whitfield?,"harriet_ann_young_1825, james_whitfield_1821","harriet_ann_young_1825, james_whitfield_1821","harriet_ann_young_1825, james_whitfield_1821"
